image_id,fold,for_validation
awy_162,C,
awy_163,C,
awy_164,C,
awy_165,C,
awy_166,C,
awy_167,C,
awy_168,C,
awy_169,C,
awy_170,C,
awy_171,C,
awy_172,C,
awy_173,C,
awy_174,C,
awy_175,C,
awy_176,C,
awy_177,C,
awy_178,C,
awy_179,C,
awy_180,C,
awy_181,C,
awy_182,C,
awy_183,C,
awy_184,C,
awy_185,C,
awy_186,C,
awy_187,C,
awy_188,C,
awy_189,C,
awy_190,C,
awy_191,C,
awy_192,C,
awy_193,C,
awy_194,C,
awy_195,C,
awy_196,C,
awy_197,C,
awy_198,C,
awy_199,C,
awy_200,C,
awy_201,C,
awy_202,C,
awy_203,C,
awy_204,C,
awy_205,C,
awy_206,C,
awy_207,C,
awy_208,C,
awy_209,C,
awy_210,C,
awy_211,C,
awy_212,C,
awy_213,C,
awy_214,C,
awy_215,C,
awy_216,C,
awy_217,C,
awy_218,C,
awy_219,C,
awy_220,C,
awy_221,C,
awy_222,C,
awy_223,C,
awy_224,C,
awy_225,C,
awy_226,C,
awy_227,C,
awy_228,C,
awy_229,C,
awy_230,C,
awy_231,C,
awy_232,C,
awy_233,C,
awy_234,C,
awy_235,C,
awy_236,C,
awy_237,C,
awy_238,C,
awy_239,C,
awy_240,C,
awy_241,C,
awy_242,C,
awy_243,C,
awy_244,C,
awy_245,C,
awy_246,C,
awy_247,C,
awy_248,C,
awy_249,C,
awy_250,C,
awy_251,C,
awy_252,C,
awy_253,C,
awy_254,C,
awy_255,C,
awy_256,C,
awy_257,C,
awy_258,C,
awy_259,C,
awy_260,C,
awy_261,C,
awy_262,C,
awy_263,C,
awy_264,C,
awy_265,C,
awy_266,C,
awy_267,C,
aya_000,B,True
aya_001,B,True
aya_002,B,True
aya_003,B,True
aya_004,B,True
aya_005,B,True
aya_006,B,True
aya_007,B,True
aya_008,B,True
aya_009,B,True
aya_010,B,True
aya_011,B,True
aya_012,B,True
aya_013,B,True
aya_014,B,True
aya_015,B,True
aya_016,B,True
aya_017,B,True
aya_018,B,True
aya_019,B,True
aya_020,B,True
aya_021,B,True
aya_022,B,True
aya_023,B,True
aya_024,B,True
aya_025,B,True
aya_026,B,True
aya_027,B,True
aya_028,B,True
aya_029,B,True
aya_030,B,True
aya_031,B,True
aya_032,B,True
aya_033,B,True
aya_034,B,True
aya_035,B,True
aya_036,B,True
aya_037,B,True
aya_038,B,True
aya_039,B,True
aya_040,B,True
aya_041,B,True
aya_042,B,True
aya_043,B,True
aya_044,B,
aya_045,B,
aya_046,B,
aya_047,B,
aya_048,B,
aya_049,B,
aya_050,B,
aya_051,B,
aya_052,B,
aya_053,B,
aya_054,B,
aya_055,B,
aya_056,B,
aya_057,B,
aya_058,B,
aya_059,B,
aya_060,B,
aya_061,B,
aya_062,B,
aya_063,B,
aya_064,B,
aya_065,B,
aya_066,B,
aya_067,B,
aya_068,B,
aya_069,B,
aya_070,B,
aya_071,B,
aya_072,B,
aya_073,B,
aya_074,B,
aya_075,B,
aya_076,B,
aya_077,B,
aya_078,B,
aya_079,B,
aya_080,B,
aya_081,B,
aya_082,B,
aya_083,B,
aya_084,B,
aya_085,B,
aya_086,B,
aya_087,B,
aya_088,B,
aya_089,B,
aya_090,B,
aya_091,B,
aya_092,B,
aya_093,B,
aya_094,B,
aya_095,B,
aya_096,B,
aya_097,B,
aya_098,B,
aya_099,B,
aya_100,B,
aya_101,B,
aya_102,B,
aya_103,B,
aya_104,B,
aya_105,B,
aya_106,B,
aya_107,B,
aya_108,B,
aya_109,B,
aya_110,B,
aya_111,B,
aya_112,B,
aya_113,B,
aya_114,B,
aya_115,B,
aya_116,B,
aya_117,B,
aya_118,B,
aya_119,B,
aya_120,B,
aya_121,B,
aya_122,B,
aya_123,B,
aya_124,B,
aya_125,B,
aya_126,B,
aya_127,B,
aya_128,B,
aya_129,B,
aya_130,B,
aya_131,B,
aya_132,B,
aya_133,B,
aya_134,B,
aya_135,B,
aya_136,B,
aya_137,B,
aya_138,B,
aya_139,B,
aya_140,B,
aya_141,B,
aya_142,B,
aya_143,B,
aya_144,B,
aya_145,B,
aya_146,B,
aya_147,B,
aya_148,B,
aya_149,B,
aya_150,B,
aya_151,B,
aya_152,B,
aya_153,B,
aya_154,B,
aya_155,B,
aya_156,B,
aya_157,B,
aya_158,B,
aya_159,B,
aya_160,B,
aya_161,B,
aya_162,B,
aya_163,B,
aya_164,B,
aya_165,B,
aya_166,B,
aya_167,B,
aya_168,B,
aya_169,B,
aya_170,B,
aya_171,B,
aya_172,B,
aya_173,B,
aya_174,B,
aya_175,B,
aya_176,B,
aya_177,B,
aya_178,B,
aya_179,B,
aya_180,B,
aya_181,B,
aya_182,B,
aya_183,B,
aya_184,B,
aya_185,B,
aya_186,B,
aya_187,B,
aya_188,B,
aya_189,B,
ayj_000,A,False
ayj_001,A,False
ayj_002,A,False
ayj_003,A,False
ayj_004,A,False
ayj_005,A,False
ayj_006,A,False
ayj_007,A,False
ayj_008,A,False
ayj_009,A,False
ayj_010,A,False
ayj_011,A,False
ayj_012,A,False
ayj_013,A,False
ayj_014,A,False
ayj_015,A,False
ayj_016,A,False
ayj_017,A,False
ayj_018,A,False
ayj_019,A,False
ayj_020,A,False
ayj_021,A,False
ayj_022,A,False
ayj_023,A,False
ayj_024,A,False
ayj_025,A,False
ayj_026,A,False
ayj_027,A,False
ayj_028,A,False
ayj_029,A,False
ayj_030,A,False
ayj_031,A,False
ayj_032,A,False
ayj_033,A,False
ayj_034,A,False
ayj_035,A,False
ayj_036,A,False
ayj_037,A,False
ayj_038,A,False
ayj_039,A,False
ayj_040,A,False
ayj_041,A,False
ayj_042,A,False
ayj_043,A,False
ayj_044,A,False
ayj_045,A,False
ayj_046,A,False
ayj_047,A,False
ayj_048,A,False
ayj_049,A,False
ayj_050,A,False
ayj_051,A,False
ayj_052,A,False
ayj_053,D,True
ayj_054,D,True
ayj_055,D,True
ayj_056,D,True
ayj_057,D,True
ayj_058,D,True
ayj_059,D,True
ayj_060,D,True
ayj_061,D,True
ayj_062,D,True
ayj_063,D,True
ayj_064,D,True
ayj_065,D,True
ayj_066,D,True
ayj_067,D,True
ayj_068,D,True
ayj_069,D,True
ayj_070,D,True
azb_000,A,True
azb_001,A,True
azb_002,A,True
azb_003,A,True
azb_004,A,True
azb_005,A,True
azb_006,A,True
azb_007,A,True
azb_008,A,True
azb_009,A,True
azb_010,A,True
azb_011,A,True
azb_012,A,True
azb_013,A,True
azb_014,A,True
azb_015,A,True
azb_016,A,True
azb_017,A,True
azb_018,A,True
azb_019,A,True
azb_020,A,True
azb_021,A,True
azb_022,A,True
azb_023,A,True
azb_024,A,True
azb_025,A,True
azb_026,A,True
azb_027,A,True
azb_028,A,True
azb_029,A,True
azb_030,A,True
azb_031,A,True
azb_032,A,True
azb_033,A,True
azb_034,A,True
azb_035,A,True
azb_036,A,True
azb_037,A,True
azb_038,A,True
azb_039,A,True
azb_040,A,True
azb_041,A,True
azb_042,A,True
azb_043,A,True
azb_044,A,True
azb_045,A,True
azb_046,A,True
azb_047,A,True
azb_048,A,True
azb_049,A,True
azb_050,A,True
azb_051,A,True
azb_052,A,True
azb_053,A,True
azb_054,A,True
azb_055,A,True
azb_056,A,True
azb_057,A,True
azb_058,A,True
azb_059,A,True
azb_060,A,True
azb_061,A,True
azb_062,A,True
azb_063,A,True
azb_064,A,True
azb_065,A,True
azb_066,A,True
azb_067,A,True
azb_068,A,True
azb_069,A,True
azb_070,A,True
azb_071,A,True
azb_072,A,True
azb_073,A,True
azb_074,A,True
azb_075,A,True
azb_076,A,
azb_077,A,
azb_078,A,
azb_079,A,
azb_080,A,
azb_081,A,
azb_082,A,
azb_083,A,
azb_084,A,
azb_085,A,
azb_086,A,
azb_087,A,
azb_088,A,
azb_089,A,
azb_090,A,
azb_091,A,
azb_092,A,
azb_093,A,
azb_094,A,
azb_095,A,
azb_096,A,
azb_097,A,
azb_098,A,
azb_099,A,
azb_100,A,
azb_101,A,
azb_102,A,
azb_103,A,
azb_104,A,
azb_105,A,
azb_106,A,
azb_107,A,
azb_108,A,
azb_109,A,
azb_110,A,
azb_111,A,
azb_112,A,
azb_113,A,
azb_114,A,
azb_115,A,
azb_116,A,
azb_117,A,
azb_118,A,
azb_119,A,
azb_120,A,
azb_121,A,
azb_122,A,
azb_123,A,
azb_124,A,
azb_125,A,
azb_126,A,
azb_127,A,
azb_128,A,
azb_129,A,
azb_130,A,
azb_131,A,
azb_132,A,
azb_133,A,
azb_134,A,
azb_135,A,
azb_136,A,
azb_137,A,
azb_138,A,
azb_139,A,
azb_140,A,
azb_141,A,
azb_142,A,
azb_143,A,
azb_144,A,
azb_145,A,
azb_146,A,
azb_147,A,
azb_148,A,
azb_149,A,
azb_150,A,
azb_151,A,
azb_152,A,
azb_153,A,
azb_154,A,
azb_155,A,
azb_156,A,
azb_157,A,
azb_158,A,
azb_159,A,
azb_160,A,
azb_161,A,
azb_162,A,
azb_163,A,
azb_164,A,
azb_165,A,
azb_166,A,
azb_167,A,
azb_168,A,
azb_169,A,
azb_170,A,
azb_171,A,
azb_172,A,
azb_173,A,
azb_174,A,
azb_175,A,
azm_000,C,False
azm_001,C,False
azm_002,C,False
azm_003,C,False
azm_004,C,False
azm_005,C,False
azm_006,C,False
azm_007,C,False
azm_008,C,False
azm_009,C,False
azm_010,C,False
azm_011,C,False
azm_012,C,False
azm_013,C,False
azm_014,C,False
azm_015,C,False
azm_016,C,False
azm_017,C,False
azm_018,C,False
azm_019,C,False
azm_020,C,False
azm_021,C,False
azm_022,C,False
azm_023,C,False
azm_024,C,False
azm_025,C,False
azm_026,C,False
azm_027,C,False
azm_028,C,False
azm_029,C,False
azm_030,C,False
azm_031,B,True
azm_032,B,True
azm_033,B,True
azm_034,B,True
azm_035,B,True
azm_036,B,True
azm_037,B,True
azm_038,B,True
azm_039,B,True
azm_040,B,True
azm_041,B,True
azm_042,B,True
azm_043,B,True
azm_044,B,True
azm_045,B,True
azm_046,B,True
azm_047,B,True
azm_048,B,True
azm_049,B,True
azm_050,B,True
azm_051,B,True
azm_052,B,True
azm_053,B,True
azm_054,B,True
azm_055,B,True
azm_056,B,True
azm_057,B,True
azm_058,B,True
azm_059,B,True
azm_060,B,True
azm_061,B,True
azm_062,B,True
azm_063,B,True
azm_064,B,True
azm_065,B,True
azm_066,B,True
azm_067,B,True
azm_068,B,True
azm_069,B,True
azm_070,B,True
azm_071,B,True
azm_072,B,True
azm_073,B,True
azm_074,B,True
azm_075,B,True
azm_076,B,True
azm_077,B,True
azm_078,B,True
azm_079,B,True
azm_080,B,True
azm_081,B,True
azm_082,B,True
azm_083,B,True
azm_084,B,True
azm_085,B,True
azm_086,B,True
azm_087,B,True
azm_088,B,True
azm_089,B,True
azm_090,B,True
azm_091,B,True
azm_092,B,True
azm_093,B,True
azm_094,B,True
azm_095,B,True
azm_096,B,True
azm_097,B,True
azm_098,B,True
azm_099,B,True
azm_100,B,True
azm_101,B,True
azm_102,B,True
azm_103,B,True
azm_104,B,True
azm_105,B,True
azm_106,B,True
azm_107,B,True
azm_108,B,True
azm_109,B,True
azm_110,B,True
azm_111,B,True
azm_112,B,True
azm_113,B,True
azm_114,B,True
azm_115,B,True
azm_116,B,True
azm_117,B,True
azm_118,B,True
azm_119,B,True
azm_120,B,True
azm_121,B,True
azm_122,B,True
azm_123,B,True
azm_124,B,True
azm_125,B,True
azm_126,B,True
azm_127,B,True
azm_128,B,True
azm_129,B,True
azm_130,B,True
azm_131,B,True
azm_132,B,True
azm_133,B,True
azm_134,B,True
azm_135,B,True
azm_136,B,True
azm_137,B,True
azm_138,B,True
azm_139,B,True
azm_140,B,True
bav_000,,
bav_001,,
bav_002,,
bav_003,,
bav_004,,
bav_005,,
bav_006,,
bav_007,,
bav_008,,
bav_009,,
bav_010,,
bav_011,,
bav_012,,
bav_013,,
bav_014,,
bav_015,,
bav_016,,
bav_017,,
bav_018,,
bav_019,,
bce_000,A,True
bce_001,A,True
bce_002,A,True
bce_003,A,True
bce_004,A,True
bce_005,A,True
bce_006,A,True
bce_007,A,True
bce_008,A,True
bce_009,A,True
bce_010,A,True
bce_011,A,True
bcf_000,B,False
bcf_001,B,False
bcf_002,B,False
bcf_003,B,False
bcf_004,B,False
bcf_005,B,False
bcf_006,B,False
bcf_007,B,False
bcf_008,A,True
bcf_009,A,True
bcf_010,A,True
bcf_011,A,True
bcf_012,A,True
bcf_013,A,True
bcf_014,A,True
bcf_015,A,True
bcf_016,A,True
bcf_017,A,True
bcf_018,A,True
bcf_019,A,True
bcf_020,A,True
bcf_021,A,True
bcf_022,A,True
bcf_023,A,True
bcf_024,A,True
bcf_025,A,True
bcf_026,A,True
bcf_027,A,True
bcf_028,A,True
bcf_029,A,True
bcf_030,A,True
bcf_031,A,True
bcf_032,A,True
bcf_033,A,True
bcf_034,A,True
bcf_035,A,True
bcf_036,A,True
bcf_037,A,True
bcf_038,A,True
bcf_039,A,True
bcf_040,A,True
bcf_041,A,True
bcf_042,A,True
bcf_043,A,True
bcf_044,A,True
bcf_045,A,True
bcf_046,A,True
bcf_047,A,True
bcf_048,A,True
bcf_049,A,True
bcf_050,A,True
bcf_051,A,True
bcf_052,A,True
bcf_053,A,True
bcf_054,A,True
bcf_055,A,True
bcf_056,A,True
bcf_057,A,True
bcf_058,A,True
bcf_059,A,True
bcf_060,A,True
bcf_061,A,True
bcf_062,A,True
bcf_063,A,True
bcf_064,A,True
bcf_065,A,True
bcf_066,A,True
bcf_067,A,True
bcf_068,A,True
bcf_069,A,True
bcf_070,A,True
bcf_071,A,True
bcf_072,A,True
bcf_073,A,True
bcf_074,A,True
bcf_075,A,True
bcf_076,A,True
bcf_077,A,True
bcf_078,A,True
bcy_000,B,False
bcy_001,B,False
bcy_002,B,False
bcy_003,B,False
bcy_004,B,False
bcy_005,B,False
bcy_006,B,False
bcy_007,B,False
bcy_008,C,True
bcy_009,C,True
bcy_010,C,True
bcy_011,C,True
bcy_012,C,True
bcy_013,C,True
bcy_014,C,True
bcy_015,C,True
bcy_016,C,True
bcy_017,C,True
bcy_018,C,True
bcy_019,C,True
bcy_020,C,True
bcy_021,C,True
bcy_022,C,True
bcy_023,C,True
bcy_024,C,True
bcy_025,C,True
bcy_026,C,True
bcy_027,C,True
bcy_028,C,True
bcy_029,C,True
bcy_030,C,True
bcy_031,C,True
bcy_032,C,True
bcy_033,C,True
bcy_034,C,True
bcy_035,C,True
bcy_036,C,True
bcy_037,C,True
bcy_038,C,True
bcy_039,C,True
bcy_040,C,True
bcy_041,C,True
bcy_042,C,True
bcy_043,C,True
bcy_044,C,True
bcy_045,C,True
bcy_046,C,True
bcy_047,C,True
bcy_048,C,True
bcy_049,C,True
bdi_000,,
bdi_001,,
bdi_002,,
bdi_003,,
bdi_004,,
bdi_005,,
bdi_006,,
bdi_007,,
bdi_008,,
bdi_009,,
bdi_010,,
bdi_011,,
bdi_012,,
bdi_013,,
bdi_014,,
bdi_015,,
bdi_016,,
bdi_017,,
bdi_018,,
bdi_019,,
bdi_020,,
bdi_021,,
bdi_022,,
bdi_023,,
bdi_024,,
bdi_025,,
bdi_026,,
bdi_027,,
bdi_028,,
bdi_029,,
bdi_030,,
bdi_031,,
bdi_032,,
bdi_033,,
bdi_034,,
bdi_035,,
bdi_036,,
bdi_037,,
bdi_038,,
bdi_039,,
bdi_040,,
bdi_041,,
bdi_042,,
bdi_043,,
bdi_044,,
bdi_045,,
bdi_046,,
bdi_047,,
bdi_048,,
bdi_049,,
bdr_000,,
bdr_001,,
bdr_002,,
bdr_003,,
bdr_004,,
bdr_005,,
bdr_006,,
bdr_007,,
bdr_008,,
bdr_009,,
bdr_010,,
bdr_011,,
bdr_012,,
bdr_013,,
bdr_014,,
bdr_015,,
bdr_016,,
bdr_017,,
bdr_018,,
bdr_019,,
bdr_020,,
bdr_021,,
bdr_022,,
bdr_023,,
bdr_024,,
bdr_025,,
bdr_026,,
bdr_027,,
bdr_028,,
bdr_029,,
bdr_030,,
bdr_031,,
bdr_032,,
bdr_033,,
bdr_034,,
bdr_035,,
bdr_036,,
bdr_037,,
bdr_038,,
bdr_039,,
bdr_040,,
bdr_041,,
bdr_042,,
bdr_043,,
bdr_044,,
bdr_045,,
bdr_046,,
bdr_047,,
bdr_048,,
bdr_049,,
bdr_050,,
bdr_051,,
bdr_052,,
bdr_053,,
bdr_054,,
bdr_055,,
bdr_056,,
bdr_057,,
bdr_058,,
bdr_059,,
bdr_060,,
bdr_061,,
bdr_062,,
bdr_063,,
bdr_064,,
bdr_065,,
bdr_066,,
bdr_067,,
bdr_068,,
bdr_069,,
bdr_070,,
bdr_071,,
bdr_072,,
bdr_073,,
bdr_074,,
bdr_075,,
bdr_076,,
bdr_077,,
bdr_078,,
bdr_079,,
bdr_080,,
bdr_081,,
bdr_082,,
bdr_083,,
bdr_084,,
bdr_085,,
bdr_086,,
bdr_087,,
bdr_088,,
bdr_089,,
bdr_090,,
bdr_091,,
bdr_092,,
bdr_093,,
bdr_094,,
bdr_095,,
bdr_096,,
bdr_097,,
bdr_098,,
bdr_099,,
bdr_100,,
bdr_101,,
bdr_102,,
bdr_103,,
bdr_104,,
bdr_105,,
bdr_106,,
bdr_107,,
bdr_108,,
bdr_109,,
bdr_110,,
bdr_111,,
bdr_112,,
bdr_113,,
bdr_114,,
bdr_115,,
bdr_116,,
bdr_117,,
bdr_118,,
bdr_119,,
bdr_120,,
bdr_121,,
bdr_122,,
bdr_123,,
bdr_124,,
bdr_125,,
bdr_126,,
bdr_127,,
bdr_128,,
bdr_129,,
bdr_130,,
bdr_131,,
bdr_132,,
bdr_133,,
bdr_134,,
bdr_135,,
bdr_136,,
bdr_137,,
bdr_138,,
bdr_139,,
bdr_140,,
bdr_141,,
bdr_142,,
bdr_143,,
bdr_144,,
bdr_145,,
bdr_146,,
bdr_147,,
bdr_148,,
bdr_149,,
bdr_150,,
bdr_151,,
bdr_152,,
bdr_153,,
bdr_154,,
bdr_155,,
bdr_156,,
bdr_157,,
bdr_158,,
bdr_159,,
bdr_160,,
bdr_161,,
bdr_162,,
bdr_163,,
bdr_164,,
bdr_165,,
bdr_166,,
bdr_167,,
bdr_168,,
bdr_169,,
bdr_170,,
bdr_171,,
bdr_172,,
bdr_173,,
bdr_174,,
bdr_175,,
bdr_176,,
bdr_177,,
bdr_178,,
bdr_179,,
bdr_180,,
bdr_181,,
bdr_182,,
bdr_183,,
bdr_184,,
bdr_185,,
bdr_186,,
bdr_187,,
bdr_188,,
bdr_189,,
bdr_190,,
bdr_191,,
bdr_192,,
bdr_193,,
bdr_194,,
bdr_195,,
bdr_196,,
bdr_197,,
bdr_198,,
bdr_199,,
bdr_200,,
bdr_201,,
bdr_202,,
bdr_203,,
bdr_204,,
bdr_205,,
bdr_206,,
bdr_207,,
bdr_208,,
bdr_209,,
bdr_210,,
bdr_211,,
bef_000,A,True
bef_001,A,True
bef_002,A,True
bef_003,A,True
bef_004,A,True
bef_005,A,True
bef_006,A,True
bef_007,A,True
bef_008,A,True
bef_009,A,True
bef_010,A,True
bef_011,A,True
bef_012,A,True
bef_013,A,True
bef_014,A,True
bef_015,A,True
bef_016,A,True
bef_017,A,True
bef_018,A,True
bef_019,A,True
bef_020,A,True
bef_021,A,True
bef_022,A,True
bef_023,A,True
bef_024,A,True
bef_025,A,True
bef_026,A,True
bef_027,A,True
bef_028,A,True
bef_029,A,True
bef_030,A,True
bef_031,A,True
bef_032,A,True
bef_033,A,True
bef_034,A,True
bef_035,A,True
bef_036,A,True
bef_037,A,True
bef_038,A,True
bef_039,A,True
bef_040,A,True
bef_041,A,True
bef_042,A,True
bef_043,A,True
bef_044,A,True
bef_045,A,True
bef_046,A,True
bef_047,A,True
bef_048,A,True
bef_049,A,True
bef_050,A,
bef_051,A,
bef_052,A,
bef_053,A,
bef_054,A,
bef_055,A,
bef_056,A,
bef_057,A,
bef_058,A,
bef_059,A,
bef_060,A,
bef_061,A,
bef_062,A,
bef_063,A,
bef_064,A,
bef_065,A,
bef_066,A,
bef_067,A,
bef_068,A,
bef_069,A,
ben_000,D,False
ben_001,D,False
ben_002,D,False
ben_003,D,False
ben_004,D,False
ben_005,D,False
ben_006,D,False
ben_007,D,False
ben_008,D,False
ben_009,D,False
ben_010,D,False
ben_011,D,False
ben_012,D,False
ben_013,D,False
ben_014,D,False
ben_015,D,False
ben_016,C,True
ben_017,C,True
ben_018,C,True
bib_000,,
bib_001,,
bib_002,,
bib_003,,
bib_004,,
bib_005,,
bib_006,,
bib_007,,
bib_008,,
bib_009,,
bib_010,,
bib_011,,
bib_012,,
bib_013,,
bib_014,,
bib_015,,
bib_016,,
bib_017,,
bib_018,,
bib_019,,
bib_020,,
bib_021,,
bib_022,,
bib_023,,
bib_024,,
bib_025,,
bib_026,,
bib_027,,
bib_028,,
bib_029,,
bib_030,,
bib_031,,
bib_032,,
bib_033,,
bib_034,,
bib_035,,
bib_036,,
bib_037,,
bib_038,,
bib_039,,
bib_040,,
bib_041,,
bib_042,,
bib_043,,
bib_044,,
bib_045,,
bib_046,,
bib_047,,
bib_048,,
bib_049,,
bib_050,,
bib_051,,
bib_052,,
bib_053,,
bib_054,,
bib_055,,
bib_056,,
bib_057,,
bib_058,,
bib_059,,
bib_060,,
bib_061,,
bib_062,,
bib_063,,
bib_064,,
bib_065,,
bib_066,,
bib_067,,
bib_068,,
bib_069,,
bib_070,,
bib_071,,
bib_072,,
bib_073,,
bib_074,,
bib_075,,
bib_076,,
bib_077,,
bib_078,,
bib_079,,
bib_080,,
bib_081,,
bib_082,,
bib_083,,
bib_084,,
bib_085,,
bib_086,,
bib_087,,
bib_088,,
bib_089,,
bib_090,,
bib_091,,
bib_092,,
bib_093,,
bib_094,,
bib_095,,
bib_096,,
bib_097,,
bib_098,,
bib_099,,
bib_100,,
bib_101,,
bib_102,,
bib_103,,
bib_104,,
bib_105,,
bib_106,,
bib_107,,
bib_108,,
bib_109,,
bib_110,,
bib_111,,
bib_112,,
bib_113,,
bib_114,,
bib_115,,
bib_116,,
bib_117,,
bib_118,,
bib_119,,
bib_120,,
bib_121,,
bib_122,,
bib_123,,
bib_124,,
bib_125,,
bib_126,,
bib_127,,
bib_128,,
bib_129,,
bib_130,,
bib_131,,
bib_132,,
bib_133,,
bib_134,,
bib_135,,
bib_136,,
bib_137,,
bib_138,,
bib_139,,
bib_140,,
bib_141,,
bib_142,,
bib_143,,
bib_144,,
bib_145,,
bib_146,,
bib_147,,
bib_148,,
bib_149,,
bib_150,,
bib_151,,
bib_152,,
bib_153,,
bib_154,,
bib_155,,
bib_156,,
bib_157,,
bib_158,,
bib_159,,
bib_160,,
bib_161,,
bib_162,,
bib_163,,
bib_164,,
bib_165,,
bib_166,,
bib_167,,
bib_168,,
bib_169,,
bib_170,,
bib_171,,
bib_172,,
bib_173,,
bib_174,,
bib_175,,
bib_176,,
bib_177,,
bib_178,,
bib_179,,
bib_180,,
bib_181,,
bib_182,,
bib_183,,
bib_184,,
bib_185,,
bib_186,,
bib_187,,
bib_188,,
bib_189,,
bib_190,,
bib_191,,
bib_192,,
bib_193,,
bib_194,,
bib_195,,
bib_196,,
bib_197,,
bib_198,,
bib_199,,
bib_200,,
bib_201,,
bib_202,,
bib_203,,
bib_204,,
bib_205,,
bib_206,,
bib_207,,
bib_208,,
bib_209,,
bib_210,,
bib_211,,
bib_212,,
bib_213,,
bib_214,,
bib_215,,
bib_216,,
bib_217,,
bib_218,,
bib_219,,
bib_220,,
bib_221,,
bib_222,,
bib_223,,
bib_224,,
bib_225,,
bib_226,,
bib_227,,
bib_228,,
bib_229,,
bib_230,,
bib_231,,
bib_232,,
bib_233,,
bib_234,,
bib_235,,
bib_236,,
bib_237,,
bib_238,,
bib_239,,
bib_240,,
bib_241,,
bib_242,,
bic_000,,
bic_001,,
bic_002,,
bic_003,,
bic_004,,
bic_005,,
bic_006,,
bic_007,,
bic_008,,
bic_009,,
bic_010,,
bic_011,,
bic_012,,
bic_013,,
bic_014,,
bic_015,,
bic_016,,
bic_017,,
bic_018,,
bic_019,,
bic_020,,
bic_021,,
bic_022,,
bic_023,,
bic_024,,
bic_025,,
bic_026,,
bic_027,,
bic_028,,
bic_029,,
bic_030,,
bic_031,,
bic_032,,
bic_033,,
bic_034,,
bic_035,,
bic_036,,
bic_037,,
bic_038,,
bic_039,,
bic_040,,
bic_041,,
bic_042,,
bic_043,,
bic_044,,
bic_045,,
bic_046,,
bic_047,,
bic_048,,
bic_049,,
bic_050,,
bic_051,,
bic_052,,
bic_053,,
bic_054,,
bic_055,,
bic_056,,
bic_057,,
bic_058,,
bic_059,,
bic_060,,
bic_061,,
bic_062,,
bic_063,,
bic_064,,
bic_065,,
bic_066,,
bic_067,,
bic_068,,
bic_069,,
bic_070,,
bic_071,,
bic_072,,
bic_073,,
bic_074,,
bic_075,,
bic_076,,
bic_077,,
bic_078,,
bic_079,,
bic_080,,
bic_081,,
bic_082,,
bic_083,,
bic_084,,
bic_085,,
bic_086,,
bic_087,,
bic_088,,
bic_089,,
bic_090,,
bic_091,,
bic_092,,
bic_093,,
bic_094,,
bic_095,,
bic_096,,
bic_097,,
bic_098,,
bic_099,,
bic_100,,
bic_101,,
bic_102,,
bic_103,,
bic_104,,
bic_105,,
bic_106,,
bic_107,,
bic_108,,
bic_109,,
bic_110,,
bic_111,,
bic_112,,
bic_113,,
bic_114,,
bic_115,,
bic_116,,
bic_117,,
bic_118,,
bic_119,,
bic_120,,
bic_121,,
bic_122,,
bic_123,,
bic_124,,
bic_125,,
bic_126,,
bic_127,,
bic_128,,
bic_129,,
bic_130,,
bic_131,,
bic_132,,
bic_133,,
bic_134,,
bic_135,,
bic_136,,
bic_137,,
bic_138,,
bic_139,,
bic_140,,
bic_141,,
bic_142,,
bic_143,,
bic_144,,
bic_145,,
bic_146,,
bic_147,,
bic_148,,
bic_149,,
bic_150,,
bic_151,,
bic_152,,
bic_153,,
bic_154,,
bic_155,,
bic_156,,
bic_157,,
bic_158,,
bic_159,,
bic_160,,
bic_161,,
bic_162,,
bic_163,,
bic_164,,
bic_165,,
bic_166,,
bic_167,,
bic_168,,
bic_169,,
bic_170,,
bic_171,,
bic_172,,
bic_173,,
bic_174,,
bic_175,,
bic_176,,
bic_177,,
bic_178,,
bic_179,,
bic_180,,
bic_181,,
bic_182,,
bic_183,,
bic_184,,
bic_185,,
bic_186,,
bic_187,,
bic_188,,
bic_189,,
bic_190,,
bic_191,,
bic_192,,
bic_193,,
bic_194,,
bic_195,,
bic_196,,
bic_197,,
bic_198,,
bic_199,,
bic_200,,
bic_201,,
bic_202,,
bkf_000,C,False
bkf_001,C,False
bkf_002,C,False
bkf_003,C,False
bkf_004,C,False
bkf_005,C,False
bkf_006,C,False
bkf_007,C,False
bkf_008,C,False
bkf_009,C,False
bkf_010,C,False
bkf_011,C,False
bkf_012,C,False
bkf_013,C,False
bkf_014,C,False
bkf_015,C,False
bkf_016,C,False
bkf_017,C,False
bkf_018,C,False
bkf_019,C,False
bkf_020,C,False
bkf_021,C,False
bkf_022,C,False
bkf_023,C,False
bkf_024,C,False
bkf_025,C,False
bkf_026,C,False
bkf_027,C,False
bkf_028,C,False
bkf_029,C,False
bkf_030,C,False
bkf_031,C,False
bkf_032,C,False
bkf_033,C,False
bkf_034,C,False
bkf_035,C,False
bkf_036,C,False
bkf_037,C,False
bkf_038,C,False
bkf_039,C,False
bkf_040,C,False
bkf_041,C,False
bkf_042,C,False
bkf_043,C,False
bkf_044,C,False
bkf_045,C,False
bkf_046,C,False
bkf_047,C,False
bkf_048,C,False
bkf_049,C,False
bkf_050,C,False
bkf_051,C,False
bkf_052,C,False
bkf_053,C,False
bkf_054,C,False
bkf_055,C,False
bkf_056,C,False
